154757547,运维工程师（北京）,北京·西城区,北京中创信测科技股份有限公司,7.5千-1.5万,通信/电信运营、增值服务,民营,150-500人,3-4年,大专,2024-05-09 14:49:44
154757547,运维工程师（北京）,北京·西城区,北京中创信测科技股份有限公司,7.5千-1.5万,通信/电信运营、增值服务,民营,150-500人,3-4年,大专,2024-05-09 14:49:44
154725011,KA销售主管（北京）,北京·朝阳区,佳格投资（中国）有限公司,1-1.5万·13薪,快速消费品(食品、饮料、化妆品),外资（非欧美）,1000-5000人,3年及以上,大专,2024-05-09 04:00:57
154742321,软件工程师-北京,北京·顺义区,铁将军汽车电子股份有限公司,1.5-3万,汽车,民营,1000-5000人,3年及以上,本科,2024-05-09 04:00:57
154710724,项目顾问,北京·朝阳区,“前程无忧”51job.com（北京）,6-7千,互联网/电子商务,外资（非欧美）,500-1000人,1年及以上,大专,2024-05-09 10:22:33
154731417,运维工程师（北京）,北京·西城区,北京中创信测科技股份有限公司,8千-1.5万,通信/电信运营、增值服务,民营,150-500人,3-4年,大专,2024-05-09 14:50:01
154752956,产品经理-北京,北京,杭州迪普科技股份有限公司,8千-1.5万,通信/电信/网络设备,已上市,1000-5000人,1-3年,本科,2024-05-09 11:47:37
154744678,售前顾问（北京）,北京·海淀区,凯通科技股份有限公司,2.8-3.5万,计算机软件,民营,150-500人,5年及以上,本科,2024-05-09 04:00:57
154751557,法务经理,北京·海淀区,方正国际软件（北京）有限公司,1-2万,计算机软件,国企,1000-5000人,2年及以上,本科,2024-05-09 11:07:57
